resultID,runID,assayID,pcrChemistryID,extractID,wellLocation,sampleName,copyNumber,control,userProvidedThresholdValue,userProvidedCqValue,systemCalculatedThresholdValue,systemCalculatedCqValue,Cycle_Number1,Cycle_Number2,Cycle_Number3,Cycle_Number4,Cycle_Number5,Cycle_Number6,Cycle_Number7,Cycle_Number8,Cycle_Number9,Cycle_Number10,Cycle_Number11,Cycle_Number12,Cycle_Number13,Cycle_Number14,Cycle_Number15,Cycle_Number16,Cycle_Number17,Cycle_Number18,Cycle_Number19,Cycle_Number20,Cycle_Number21,Cycle_Number22,Cycle_Number23,Cycle_Number24,Cycle_Number25,Cycle_Number26,Cycle_Number27,Cycle_Number28,Cycle_Number29,Cycle_Number30,Cycle_Number31,Cycle_Number32,Cycle_Number33,Cycle_Number34,Cycle_Number35,Cycle_Number36,Cycle_Number37,Cycle_Number38,Cycle_Number39,Cycle_Number40,Cycle_Number41,Cycle_Number42,Cycle_Number43,Cycle_Number44,Cycle_Number45,Cycle_Number46,Cycle_Number47,Cycle_Number48,Cycle_Number49,Cycle_Number50,Cycle_Number51,Cycle_Number52,Cycle_Number53,Cycle_Number54,Cycle_Number55,Cycle_Number56,Cycle_Number57,Cycle_Number58,Cycle_Number59,Cycle_Number60,Cycle_Number61,Cycle_Number62,Cycle_Number63,Cycle_Number64,Cycle_Number65,Cycle_Number66,Cycle_Number67,Cycle_Number68,Cycle_Number69,Cycle_Number70
676,13,2,3,82,23,O5.1 N23 rep 6,,,0.905265926,40,0.17270925,20.39186492,0.50653325,0.51172225,0.509251583,0.47367025,0.412390917,0.320965917,0.21471525,0.129714917,0.090179583,0.093144583,0.101051583,0.104510917,0.10500525,0.11093525,0.122301583,0.13515025,0.144045917,0.15541225,0.158377583,0.16826125,0.17270925,0.191982583,0.206313917,0.21520925,0.225092917,0.23893025,0.26265125,0.281430583,0.295267917,0.30959925,0.311081583,0.314046917,0.313058583,0.320965917,0.329366917,0.336285583,0.342709917,0.34567525,0.35358225,0.35753575,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
677,13,2,3,83,24,O5.2 N23 rep 1,,,0.905265926,40,0.135451983,12.46915285,0.51152965,0.513506317,0.51449465,0.47495965,0.412691983,0.314348317,0.203155983,0.12408565,0.092951983,0.106294983,0.122603317,0.130015983,0.13446365,0.135451983,0.15027765,0.16312665,0.176963983,0.187341983,0.191295317,0.206120983,0.211062983,0.229842317,0.239725983,0.254057317,0.262458317,0.27085965,0.292603983,0.314348317,0.332633317,0.344493983,0.34597665,0.347953317,0.346964983,0.35388365,0.362284983,0.36969765,0.378098983,0.382052317,0.39094765,0.39292415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
678,13,2,3,83,25,O5.2 N23 rep 2,,,0.905265926,40,0.14706591,19.32302161,0.50559991,0.490527243,0.46384091,0.418869577,0.364508577,0.275060243,0.17968191,0.109507243,0.085786243,0.094187577,0.10357691,0.110001577,0.10851891,0.110001577,0.119885243,0.13174591,0.140641243,0.143112243,0.140641243,0.145583243,0.14706591,0.16584491,0.178199577,0.191542577,0.200932243,0.214769577,0.235031243,0.251833577,0.263694243,0.278025577,0.284944243,0.29186291,0.29631091,0.307183243,0.32200891,0.333869243,0.35116591,0.35956691,0.373898577,0.37513391,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
679,13,2,3,83,26,O5.2 N23 rep 3,,,0.905265926,40,0.186843127,20.41572553,0.59504296,0.576263793,0.53079846,0.46260046,0.385507127,0.278268127,0.178936127,0.110243793,0.094923793,0.104807793,0.11419746,0.122598793,0.125563793,0.128528793,0.13791846,0.149284793,0.160157127,0.170535127,0.17399446,0.182889793,0.186843127,0.20364546,0.215011793,0.225389793,0.233296793,0.24318046,0.260971127,0.27431446,0.285186793,0.29408246,0.297541793,0.299024127,0.29803546,0.301988793,0.307919127,0.31582646,0.32373346,0.32867546,0.335593793,0.33855896,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
680,13,2,3,83,27,O5.2 N23 rep 4,,,0.905265926,40,0.162266717,19.27972011,0.63149955,0.61741505,0.58875205,0.535379383,0.47410005,0.39354705,0.281366383,0.174127383,0.103458383,0.091103717,0.10296405,0.108400383,0.111365383,0.113342383,0.122731717,0.13360405,0.141016717,0.15188905,0.14991205,0.161278383,0.162266717,0.182528383,0.19191805,0.206743717,0.21514505,0.224040383,0.237877717,0.248255717,0.260116383,0.26950605,0.26950605,0.269011717,0.266540717,0.273953717,0.283343383,0.29026205,0.300639717,0.30459305,0.31546505,0.31793605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
681,13,2,3,83,28,O5.2 N23 rep 5,,,0.905265926,36.56627275,1.646489506,37.73058353,0.195437275,0.192929344,0.190421247,0.15084915,0.094968719,0.003506955,-0.066704809,-0.10726524,-0.106314004,-0.095479101,-0.089091532,-0.093576296,-0.10152006,-0.106004824,-0.099122921,-0.090264685,-0.081406449,-0.07403088,-0.072090978,-0.062244075,-0.057833172,-0.03958527,-0.025785034,-0.013961464,-0.004608895,0.005732008,0.024968243,0.042227813,0.057510715,0.076747285,0.090547854,0.11472609,0.146316993,0.217937229,0.337494131,0.562807367,0.958615603,1.646489506,2.747999408,3.373358478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
682,13,2,3,83,29,O5.2 N23 rep 6,,,0.905265926,40,0.24292838,20.33079247,0.63407888,0.613570047,0.571564047,0.495953047,0.40008038,0.27159138,0.16682338,0.097637047,0.09368338,0.105049713,0.123828713,0.132230047,0.136677713,0.147550047,0.165835047,0.185602713,0.20339338,0.215748047,0.223160713,0.23551538,0.24292838,0.26319038,0.28592338,0.30223138,0.32101038,0.330399713,0.349673047,0.359557047,0.365981713,0.376359713,0.379324713,0.38130138,0.381795713,0.387231713,0.396127047,0.400574713,0.408481713,0.411447047,0.41787138,0.41762438,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
683,13,2,3,88,30,A6.1 N23 rep 1,,,0.905265926,40,0.1704008,19.19222593,0.6134413,0.600839467,0.5682228,0.511885467,0.440722467,0.3334838,0.217349467,0.123453467,0.0933078,0.0992378,0.1096158,0.111592467,0.108133133,0.1125808,0.119499467,0.131360133,0.1387728,0.1491508,0.156563467,0.166941467,0.1704008,0.1832498,0.195110467,0.2040058,0.212407133,0.221302467,0.239093467,0.254413133,0.2638028,0.275169133,0.2761578,0.281099467,0.281099467,0.2850528,0.291477467,0.2979018,0.3082798,0.315198467,0.3240938,0.3280473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
684,13,2,3,88,31,A6.1 N23 rep 2,,,0.905265926,36.86580399,1.44718208,37.71616818,0.191200255,0.193838025,0.197217295,0.180334565,0.149120502,0.085784105,-0.010168625,-0.099202688,-0.145242418,-0.154712148,-0.149850211,-0.149435941,-0.145562338,-0.133287734,-0.118048131,-0.102808528,-0.091028258,-0.074305988,-0.067467384,-0.056675114,-0.051813177,-0.034596574,-0.020345304,-0.011036034,-0.000738097,0.00955984,0.029741443,0.046957713,0.067633316,0.085838253,0.10404319,0.121754127,0.153302063,0.209065333,0.317212603,0.505912873,0.85176481,1.44718208,2.43202035,2.986420287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
685,13,2,3,88,32,A6.1 N23 rep 3,,,0.905265926,40,0.188923543,20.35250567,0.52991371,0.520029877,0.496308877,0.427616543,0.33223821,0.213138877,0.131597543,0.090579877,0.090579877,0.09651021,0.107876543,0.113312543,0.114300877,0.117265877,0.130114877,0.144446543,0.155318877,0.16717921,0.170638543,0.18299321,0.188923543,0.20967921,0.221539543,0.23340021,0.24130721,0.25168521,0.271452543,0.287266877,0.302586877,0.31345921,0.320871877,0.32729621,0.33520321,0.34854621,0.36683121,0.382150877,0.399447543,0.412296543,0.430581543,0.43873571,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
686,13,2,3,88,33,A6.1 N23 rep 4,,,0.905265926,40,0.11435526,12.38810866,0.45336876,0.433106927,0.404443927,0.369850593,0.332786593,0.26607126,0.18749526,0.120285593,0.083715593,0.086680593,0.100023593,0.108424927,0.110895927,0.11435526,0.131157593,0.149442593,0.165256593,0.175634593,0.181070593,0.194413593,0.20429726,0.223570593,0.234936927,0.246797593,0.254704927,0.26557726,0.280896927,0.294733927,0.30659426,0.320431593,0.325867927,0.328338927,0.330315593,0.339704927,0.352059593,0.359966593,0.37182726,0.378745927,0.390606593,0.39258326,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
687,13,2,3,88,34,A6.1 N23 rep 5,,,0.905265926,40,0.420520067,34.33825245,0.5193579,0.519358067,0.516393067,0.492672067,0.4570904,0.4022354,0.3187174,0.214937733,0.1279604,0.0889194,0.092872733,0.1027564,0.109181067,0.116099733,0.134879067,0.152175733,0.167989733,0.178367733,0.186768733,0.2011004,0.210984067,0.233222733,0.250025067,0.264356733,0.277699733,0.291537067,0.315752067,0.334037067,0.3483684,0.362205733,0.3666534,0.371101067,0.3720894,0.383950067,0.3869154,0.396305067,0.402235067,0.420520067,0.474386733,0.5030499,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
688,13,2,3,88,35,A6.1 N23 rep 6,,,0.905265926,40,0.16636403,18.89254581,0.57950553,0.57061003,0.55776103,0.513778363,0.46238303,0.37342903,0.26075403,0.15400903,0.09915403,0.09124703,0.100636697,0.102119363,0.099648363,0.10113103,0.110026363,0.12238103,0.132264697,0.140171697,0.145113697,0.156974363,0.16636403,0.186625697,0.204910363,0.218747697,0.234561697,0.24839903,0.270637363,0.288922363,0.30374803,0.320550697,0.324998363,0.330434697,0.332411363,0.34427203,0.353167363,0.363545363,0.372934697,0.381335697,0.389242697,0.39121953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
689,13,2,3,89,36,A6.2 N23 rep 1,,,0.905265926,35.3992142,3.087466364,37.79058862,0.248019634,0.24153732,0.238020173,0.200898026,0.153892213,0.059938399,-0.048841081,-0.140817895,-0.174480375,-0.165148522,-0.149886669,-0.144014149,-0.142095296,-0.13226911,-0.122443257,-0.11014607,-0.103779551,-0.091482697,-0.086598844,-0.074301991,-0.069417805,-0.052178952,-0.037411099,-0.021654912,-0.003921726,0.01134046,0.032532647,0.051748166,0.066516019,0.086720206,0.109889059,0.150354579,0.219483098,0.345443618,0.590009471,1.046581991,1.836732177,3.087466364,4.891197883,5.890636903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
690,13,2,3,89,37,A6.2 N23 rep 2,,,0.905265926,40,0.19610384,19.05192871,0.52844634,0.524245507,0.521774507,0.493605507,0.459012507,0.39476784,0.314709173,0.208458507,0.131365173,0.091830173,0.097760507,0.10418484,0.113080173,0.121975507,0.137295507,0.15113284,0.163487507,0.17781884,0.181278173,0.192644507,0.19610384,0.21389484,0.225261173,0.23761584,0.247993507,0.255900507,0.270232173,0.28159884,0.293459507,0.30482584,0.308779173,0.312732507,0.313226507,0.317180173,0.325581507,0.33348884,0.345843507,0.35424484,0.365611173,0.36981184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
691,13,2,3,89,38,A6.2 N23 rep 3,,,0.905265926,40,0.191621957,20.41929372,0.56893479,0.56473429,0.55089729,0.509879623,0.45453029,0.38188429,0.286999957,0.183714623,0.113539957,0.092783957,0.105632957,0.108597957,0.110080623,0.11205729,0.126882957,0.142202957,0.15604029,0.169877623,0.17432529,0.188162623,0.191621957,0.209906957,0.223249957,0.237581623,0.24450029,0.248453957,0.258831623,0.270691957,0.28205829,0.293918957,0.299354957,0.301331623,0.30528529,0.312203957,0.32604129,0.33394829,0.34679729,0.35223329,0.364587957,0.36656479,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
692,13,2,3,89,39,A6.2 N23 rep 4,,,0.905265926,40,0.220166073,18.72119253,0.49987724,0.49839474,0.48851074,0.457871073,0.40993474,0.343713407,0.253771073,0.160863407,0.102549073,0.090194407,0.108479407,0.121328407,0.128741073,0.136648073,0.152956407,0.170253073,0.186067073,0.194962407,0.20138674,0.212259073,0.220166073,0.238945407,0.25031174,0.25821874,0.264643073,0.273044073,0.29034074,0.30269574,0.311097073,0.321969073,0.32394574,0.327899407,0.326911073,0.335806407,0.343713407,0.353597407,0.361504407,0.366940407,0.372376407,0.37311774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
693,13,2,3,89,40,A6.2 N23 rep 5,,,0.905265926,36.02454351,2.233035695,37.77534437,0.202781335,0.206017093,0.211229683,0.185802274,0.146537532,0.088987789,0.01364738,-0.081954696,-0.156800772,-0.187663848,-0.17553259,-0.162412999,-0.156212409,-0.145564151,-0.12898556,-0.111912636,-0.098298712,-0.085673455,-0.073542197,-0.056469273,-0.043844016,-0.024300091,-0.011674834,-0.001026243,0.011599014,0.023729938,0.042779529,0.054416453,0.066053377,0.080655635,0.092786559,0.115295817,0.159549074,0.254703998,0.435847589,0.758823513,1.325434437,2.233035695,3.581947619,4.329678876,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
694,13,2,3,89,41,A6.2 N23 rep 6,,,0.905265926,36.28023574,1.897130947,37.7532794,0.201520795,0.205368925,0.217618222,0.199227519,0.169470483,0.109568113,0.03039241,-0.07349296,-0.156127996,-0.193792033,-0.186484736,-0.176706772,-0.170387809,-0.158632512,-0.139958882,-0.123261918,-0.109036288,-0.093327658,-0.080584361,-0.064875731,-0.055097434,-0.033952803,-0.020221173,-0.006489543,0.007242087,0.022950718,0.041624348,0.057827311,0.073535942,0.095174905,0.108906535,0.133016166,0.168986129,0.246468093,0.389183056,0.652974353,1.119383317,1.897130947,3.096916244,3.772613874,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
695,13,2,3,86,42,O6.1 N23 rep 1,,,0.905265926,40,0.480400837,29.47038657,0.47620017,0.47397617,0.48237717,0.45371417,0.408248837,0.318306503,0.21205617,0.130020837,0.09098017,0.100863837,0.119148837,0.13100917,0.14188117,0.150776503,0.172026837,0.192782837,0.21156217,0.229352837,0.237259837,0.257027503,0.26691117,0.294091503,0.31138817,0.332638503,0.34697017,0.361795837,0.385516837,0.412202837,0.43691217,0.46310417,0.480400837,0.524877837,0.56293017,0.598511837,0.61037217,0.616302503,0.625197837,0.629645837,0.637552837,0.64076517,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
696,13,2,3,86,43,O6.1 N23 rep 2,,,0.905265926,40,0.099164067,12.50926784,0.4866084,0.4895734,0.4925384,0.463381067,0.412974067,0.333409733,0.2276534,0.1391934,0.088786067,0.0873034,0.095704733,0.098175733,0.0971874,0.099164067,0.1125074,0.1278274,0.141664733,0.1515484,0.158961067,0.171315733,0.177740067,0.195036733,0.206403067,0.216781067,0.227159067,0.2360544,0.2543394,0.2676824,0.281519733,0.2963454,0.3067234,0.316607067,0.3230314,0.331432733,0.3432934,0.3561424,0.3670144,0.377886733,0.386782067,0.3924654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
697,13,2,3,86,44,O6.1 N23 rep 3,,,0.905265926,40,0.114246527,15.30185025,0.57680736,0.565935193,0.543202527,0.48982986,0.426079527,0.334654527,0.224450527,0.133025527,0.087066193,0.08854886,0.094973193,0.094973193,0.093490527,0.09398486,0.102880193,0.10979886,0.116223193,0.117211527,0.114740527,0.117211527,0.114246527,0.126107193,0.133520193,0.141427193,0.14834586,0.155758527,0.171572527,0.181950527,0.19282286,0.204189193,0.212096193,0.218520527,0.223956527,0.234828527,0.248171527,0.260526193,0.275846193,0.286224193,0.297590527,0.29882586,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
698,13,2,3,86,45,O6.1 N23 rep 4,,,0.905265926,40,0.16766829,20.13886109,0.34878829,0.356942623,0.36929729,0.357930957,0.33272729,0.28034329,0.205226623,0.13159229,0.08958629,0.08365629,0.09156329,0.095516957,0.098481957,0.10441229,0.113801623,0.12566229,0.134557623,0.145429957,0.149877623,0.160255623,0.16766829,0.182493957,0.192871957,0.200778957,0.209179957,0.216592957,0.22795929,0.236854623,0.24673829,0.25909329,0.265517957,0.27144829,0.27490729,0.28034329,0.289238623,0.300110957,0.312465623,0.31938429,0.327785623,0.33173929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
699,13,2,3,86,46,O6.1 N23 rep 5,,,0.905265926,36.86058475,1.44438748,37.73325344,0.154639475,0.161863033,0.174275592,0.168897484,0.15412971,0.110698935,0.042558494,-0.051279614,-0.119419722,-0.15098983,-0.146484271,-0.143955713,-0.141921154,-0.138898262,-0.124508703,-0.110613811,-0.097706919,-0.08776536,-0.081282802,-0.06738791,-0.060411684,-0.042069126,-0.027185567,-0.011313675,0.002087217,0.014499776,0.032842668,0.049702893,0.065080452,0.086882344,0.103248569,0.126039128,0.155748354,0.214614579,0.322899804,0.516185363,0.859210255,1.44438748,2.379945039,2.908537765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
700,13,2,3,86,47,O6.1 N23 rep 6,,,0.905265926,40,0.108993467,13.48766672,0.4734573,0.4746928,0.4771638,0.447512467,0.4144018,0.355099133,0.271581133,0.172249133,0.108993133,0.0892258,0.0991098,0.102569133,0.105534133,0.108993467,0.122830467,0.136173467,0.149022133,0.156435133,0.162365467,0.1732378,0.1786738,0.1939938,0.203383133,0.2132668,0.2187028,0.227598467,0.242918467,0.2542848,0.2626858,0.271581133,0.275040467,0.2780058,0.2775118,0.2854188,0.291843133,0.2992558,0.307657133,0.313093133,0.3224828,0.3229768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
701,13,2,3,91,48,Positive Control,,Y,0.905265926,29.056663,3.796959571,31.86221243,0.119141683,0.127975496,0.143480976,0.126864123,0.104316937,0.050635751,-0.025284103,-0.095273622,-0.130175809,-0.127025328,-0.113991182,-0.106887035,-0.099288554,-0.090701741,-0.083103594,-0.07352878,-0.0679073,-0.051413486,-0.044803673,-0.031275193,-0.023677046,-0.001253232,0.017217248,0.041123729,0.074419875,0.130448356,0.229965503,0.406576316,0.72650213,1.306371277,2.280108757,3.796959571,5.899424384,8.535118864,11.54194934,14.75189116,18.04535131,21.32349145,24.55814293,26.16024141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
702,14,2,3,90,1,NTC,,Y,1.530877814,40,Unable to Determine Threshold,40,0.40985227,0.40192877,0.39251977,0.35389377,0.294964437,0.209789103,0.136498437,0.093415437,0.085987103,0.088958437,0.085492103,0.08400677,0.08450177,0.099853103,0.110747437,0.122632437,0.136993437,0.139469437,0.13748877,0.13055577,0.136498437,0.14491677,0.153830437,0.16472477,0.175124103,0.187009103,0.199884437,0.222664103,0.237520437,0.251881437,0.258814103,0.275651103,0.289517103,0.30041177,0.303878103,0.322200437,0.340523103,0.350922437,0.349932103,0.34448477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
703,14,2,3,87,2,O6.2 N23 rep 1,,,1.530877814,40,Unable to Determine Threshold,40,0.59365291,0.59018641,0.58275841,0.535713743,0.46489941,0.36437241,0.24156141,0.14846241,0.098446743,0.099437077,0.096466077,0.095475743,0.097951743,0.11875041,0.135092077,0.15737641,0.17718441,0.187088743,0.19649741,0.199964077,0.21581041,0.22967641,0.246018077,0.25839841,0.267312077,0.273254743,0.28216841,0.301976743,0.31386141,0.32574641,0.32624141,0.33565041,0.344564077,0.35248741,0.356449077,0.370314743,0.385171077,0.38814241,0.382200077,0.37229591,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
704,14,2,3,87,3,O6.2 N23 rep 2,,,1.530877814,40,Unable to Determine Threshold,40,0.20535706,0.218975227,0.245221227,0.240268893,0.221450893,0.19619556,0.173416227,0.151132227,0.126866893,0.10953456,0.09517356,0.086259893,0.081307893,0.091211893,0.10260156,0.115476893,0.122904893,0.119933893,0.118448227,0.115972227,0.12191456,0.12637156,0.134790227,0.142218227,0.147170227,0.15063656,0.16004556,0.173911227,0.18431056,0.190252893,0.192729227,0.19817656,0.20510956,0.21055656,0.210061227,0.221450893,0.233335893,0.240268893,0.240764227,0.23655506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
705,14,2,3,87,4,O6.2 N23 rep 3,,,1.530877814,40,0.26260776,34.1648655,0.50971576,0.50525876,0.494859427,0.44335776,0.377000427,0.284397093,0.197736093,0.13038776,0.103151427,0.10364676,0.10364676,0.096218427,0.086314427,0.089781093,0.097704427,0.107608427,0.114046093,0.11057976,0.107608427,0.103151427,0.107608093,0.111074427,0.11899776,0.132368427,0.143263093,0.157624093,0.16653776,0.186346093,0.190803093,0.20664976,0.21160176,0.23091476,0.242304427,0.258151093,0.26260776,0.28142576,0.29578676,0.30767176,0.311138093,0.31064276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
706,14,2,3,87,5,O6.2 N23 rep 4,,,1.530877814,36.49789624,2.872105312,37.78737668,0.215078372,0.214803929,0.214282152,0.171667376,0.107758933,0.014633157,-0.061159953,-0.114669063,-0.126085506,-0.127102949,-0.122672725,-0.125670835,-0.125202278,-0.116810721,-0.100000498,-0.087151941,-0.067370384,-0.063930827,-0.06049127,-0.062499046,-0.054602489,-0.044725266,-0.036333376,-0.023484819,-0.014597928,-0.002244705,0.010108519,0.032366076,0.048185966,0.06747219,0.091710413,0.13823297,0.210506527,0.336262084,0.559573308,0.984433198,1.714340421,2.872105312,4.553303202,5.482778092,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
707,14,2,3,87,6,O6.2 N23 rep 5,,,1.530877814,40,Unable to Determine Threshold,40,0.57074501,0.562078843,0.551184177,0.514538843,0.454618843,0.35458751,0.23920451,0.14561051,0.10005151,0.094604177,0.09708051,0.096585177,0.101042177,0.114907843,0.129268843,0.141648843,0.161952177,0.17235151,0.18423651,0.185226843,0.195626177,0.20602551,0.216424843,0.225833843,0.233261843,0.240690177,0.25108951,0.268421843,0.281297177,0.29219151,0.29664851,0.307047843,0.319428177,0.329332177,0.332303177,0.34319751,0.354092177,0.35706351,0.352606843,0.34493101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
