resultID,runID,assayID,pcrChemistryID,extractID,wellLocation,sampleName,copyNumber,control,userProvidedThresholdValue,userProvidedCqValue,systemCalculatedThresholdValue,systemCalculatedCqValue,Cycle_Number1,Cycle_Number2,Cycle_Number3,Cycle_Number4,Cycle_Number5,Cycle_Number6,Cycle_Number7,Cycle_Number8,Cycle_Number9,Cycle_Number10,Cycle_Number11,Cycle_Number12,Cycle_Number13,Cycle_Number14,Cycle_Number15,Cycle_Number16,Cycle_Number17,Cycle_Number18,Cycle_Number19,Cycle_Number20,Cycle_Number21,Cycle_Number22,Cycle_Number23,Cycle_Number24,Cycle_Number25,Cycle_Number26,Cycle_Number27,Cycle_Number28,Cycle_Number29,Cycle_Number30,Cycle_Number31,Cycle_Number32,Cycle_Number33,Cycle_Number34,Cycle_Number35,Cycle_Number36,Cycle_Number37,Cycle_Number38,Cycle_Number39,Cycle_Number40,Cycle_Number41,Cycle_Number42,Cycle_Number43,Cycle_Number44,Cycle_Number45,Cycle_Number46,Cycle_Number47,Cycle_Number48,Cycle_Number49,Cycle_Number50,Cycle_Number51,Cycle_Number52,Cycle_Number53,Cycle_Number54,Cycle_Number55,Cycle_Number56,Cycle_Number57,Cycle_Number58,Cycle_Number59,Cycle_Number60,Cycle_Number61,Cycle_Number62,Cycle_Number63,Cycle_Number64,Cycle_Number65,Cycle_Number66,Cycle_Number67,Cycle_Number68,Cycle_Number69,Cycle_Number70
2,1,1,1,1,3,A,,,9.31,33.26036,9.561586,34.83476115,9.159009,9.154236,9.084222,8.982385,8.942605,8.955334,8.942605,8.944196,8.982385,8.979203,8.960108,8.960108,8.98875,8.993523,8.991932,9.011027,9.023756,9.031713,9.018983,9.023756,9.033304,9.06831,9.04126,9.052398,9.01285433,9.012798983,9.079449,9.088996,9.090587,9.116047,9.139915,9.174921,9.265621,9.357911,9.561586,9.863916,10.285587,10.81546,11.451944,12.139347,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,1,1,1,1,4,A,,,9.31,11.261702,9.832092,36.80240498,9.521805,9.494755,9.421559,9.308583,9.209928,9.232205,9.229023,9.246526,9.271985,9.284715,9.256073,9.267212,9.300627,9.310174,9.322904,9.349955,9.361093,9.362684,9.35632,9.364276,9.377005,9.405647,9.375414,9.404056,9.351125094,9.352433355,9.432698,9.443836,9.431106,9.453383,9.461339,9.477252,9.52817,9.531353,9.59341,9.688883,9.832092,10.035767,10.312637,10.627697,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,1,1,1,1,5,A,,,9.31,35.00476,9.601366,36.8098608,9.229023,9.27835,9.23857,9.197198,9.08104,9.031713,9.039669,9.060354,9.069902,9.082631,9.058763,9.050807,9.065128,9.066719,9.071493,9.079449,9.084222,9.073084,9.065128,9.060354,9.076266,9.088996,9.063537,9.079449,9.029769547,9.024511628,9.095361,9.112864,9.095361,9.128776,9.124003,9.138324,9.195607,9.206746,9.284715,9.405647,9.601366,9.870281,10.225121,10.649974,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,1,1,1,2,6,F,,,9.31,24.975439,9.504302,30.62797884,9.451792,9.450201,9.367458,9.279941,9.165374,9.182878,9.190834,9.206746,9.19879,9.201972,9.184469,9.184469,9.197198,9.205154,9.211519,9.206746,9.219475,9.222658,9.213111,9.219475,9.244935,9.262438,9.243344,9.267212,9.190038098,9.185980516,9.306992,9.321313,9.341999,9.404056,9.504302,9.704795,10.088276,10.59269,11.276911,12.06456,12.906311,13.784659,14.690058,15.589092,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,1,1,1,2,7,F,,,9.31,35.042022,8.66096,32.845363,8.374542,8.379316,8.328397,8.248837,8.196327,8.21383,8.22656,8.237698,8.240881,8.252019,8.250428,8.25361,8.275887,8.282252,8.287026,8.290208,8.301347,8.312485,8.301347,8.304529,8.320441,8.336353,8.315668,8.33158,8.30742333,8.309145303,8.353857,8.361813,8.369769,8.392046,8.430235,8.501839,8.66096,8.877365,9.241752,9.704795,10.261718,10.880699,11.53787,12.214134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,1,1,1,2,8,F,,,9.31,30.406195,9.806632,32.85830234,9.197198,9.230614,9.203563,9.127185,9.047625,8.990341,8.993523,8.999888,9.006253,9.023756,9.020574,9.011027,9.046033,9.049216,9.052398,9.071493,9.084222,9.09377,9.084222,9.098543,9.112864,9.138324,9.127185,9.135141,9.078238014,9.078013862,9.17333,9.189242,9.200381,9.249708,9.337225,9.48839,9.806632,10.241033,10.858423,11.588788,12.401897,13.264333,14.169732,15.062401,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,1,1,1,3,9,K,,,9.31,40,10.279222,35.75958191,9.978483,9.999169,9.986439,9.945068,9.898922,9.849595,9.766852,9.650694,9.591819,9.591819,9.574315,9.569542,9.596592,9.602957,9.614096,9.637964,9.644329,9.634781,9.639555,9.644329,9.661832,9.692065,9.661832,9.690474,9.541586065,9.52783454,9.717524,9.730254,9.728663,9.760487,9.776399,9.80345,9.871872,9.925973,10.067591,10.279222,10.608602,11.070054,11.654028,12.352569,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,1,1,1,3,10,K,,,9.31,40,9.90847,32.86684253,9.854369,9.884602,9.859142,9.833683,9.792311,9.755713,9.65865,9.567951,9.545674,9.55363,9.550447,9.55363,9.579089,9.590228,9.601366,9.610913,9.634781,9.622052,9.620461,9.625234,9.642737,9.660241,9.636373,9.653876,9.552862899,9.544134754,9.679335,9.693656,9.687291,9.715933,9.739801,9.785946,9.90847,10.045314,10.34287,10.783636,11.370792,12.097976,12.93177,13.814892,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,1,1,1,3,11,K,,,9.31,40,10.070773,32.98782399,10.016672,10.037358,9.968936,9.859142,9.719116,9.727072,9.727072,9.752531,9.763669,9.784355,9.776399,9.79072,9.820953,9.832092,9.849595,9.852777,9.879828,9.876645,9.867098,9.875054,9.886193,9.900514,9.878237,9.894149,9.853307725,9.853785086,9.924382,9.929155,9.927564,9.953024,9.957797,9.98803,10.070773,10.129648,10.298316,10.532224,10.869561,11.310326,11.821105,12.37962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,1,1,1,4,12,P,,,9.31,21.880726,9.326087,23.34919628,9.299036,9.294262,9.208337,9.155827,9.127185,9.149462,9.147871,9.171739,9.17333,9.184469,9.179695,9.187651,9.216293,9.224249,9.236979,9.236979,9.257664,9.271985,9.271985,9.283124,9.302218,9.326087,9.313357,9.33086,9.300840442,9.306405531,9.369049,9.380188,9.378596,9.397691,9.408829,9.416786,9.451792,9.43588,9.447019,9.456566,9.466113,9.472478,9.482025,9.483616,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,1,1,1,4,13,P,,,9.31,22.300248,9.873463,29.81278017,9.886193,9.859142,9.782764,9.661832,9.559995,9.572724,9.587045,9.610913,9.623643,9.634781,9.631599,9.657058,9.687291,9.703203,9.715933,9.72548,9.731845,9.75094,9.73821,9.757305,9.768443,9.785946,9.774808,9.785946,9.746967286,9.750081206,9.811406,9.814588,9.817771,9.832092,9.835274,9.841639,9.873463,9.85596,9.871872,9.867098,9.879828,9.898922,9.898922,9.900514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,1,1,1,4,14,P,,,9.31,40,8.657778,10.44738584,8.807352,8.796213,8.718244,8.629136,8.610042,8.613224,8.62118,8.643457,8.651413,8.657778,8.632319,8.648231,8.664143,8.67369,8.680055,8.699149,8.703923,8.710288,8.700741,8.699149,8.718244,8.742112,8.718244,8.732565,8.703652101,8.705041296,8.753251,8.754842,8.756433,8.770754,8.781892,8.781892,8.808943,8.77871,8.76598,8.756433,8.754842,8.748477,8.756433,8.754842,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,1,1,1,5,15,U,,,9.31,19.811086,10.143969,35.85105594,9.609322,9.59341,9.512258,9.407238,9.322904,9.334043,9.332451,9.369049,9.375414,9.391326,9.378596,9.3961,9.418377,9.431106,9.451792,9.453383,9.477252,9.470887,9.470887,9.469295,9.494755,9.509076,9.494755,9.512258,9.469952779,9.471962555,9.548856,9.55363,9.556812,9.58068,9.595001,9.620461,9.692065,9.758896,9.913243,10.143969,10.470167,10.90775,11.443988,12.056604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,1,1,1,5,16,U,,,9.31,37.003817,9.281533,34.47122204,9.232205,9.229023,9.159009,9.085814,9.014209,9.003071,9.017392,9.055581,9.060354,9.082631,9.071493,9.090587,9.108091,9.122412,9.125594,9.127185,9.141506,9.152645,9.138324,9.141506,9.157418,9.181286,9.163783,9.170148,9.148539703,9.150985322,9.200381,9.206746,9.213111,9.230614,9.23857,9.248117,9.281533,9.267212,9.283124,9.297445,9.306992,9.327678,9.337225,9.349955,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16,1,1,1,5,17,U,,,9.31,35.680099,8.751659,25.3324028,8.91078,8.913963,8.840767,8.746886,8.643457,8.63391,8.62118,8.632319,8.625954,8.62118,8.598903,8.589356,8.598903,8.5814,8.575035,8.573444,8.565488,8.56867,8.551167,8.547984,8.554349,8.559123,8.551167,8.551167,8.474771478,8.462231357,8.567079,8.575035,8.579809,8.595721,8.625954,8.654596,8.751659,8.859862,9.063537,9.359502,9.744575,10.212391,10.737491,11.296005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17,1,1,1,6,18,Z,,,9.31,3.701748,9.026939,33.24092342,9.326087,9.322904,9.257664,9.195607,9.092179,9.009436,8.999888,9.003071,8.993523,8.995115,8.968064,8.961699,8.966473,8.966473,8.958517,8.952152,8.958517,8.941014,8.934649,8.928284,8.94897,8.956926,8.933057,8.950561,8.849513326,8.835738292,8.961699,8.966473,8.961699,8.982385,8.985567,8.996706,9.026939,9.009436,9.020574,9.031713,9.046033,9.069902,9.071493,9.08104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,1,1,1,6,19,Z,,,9.31,36.430301,9.127185,4.327921133,9.157418,9.143097,9.071493,9.006253,8.915554,8.794622,8.697558,8.697558,8.68642,8.68642,8.665734,8.654596,8.66096,8.649822,8.635501,8.627545,8.630727,8.63391,8.62118,8.617998,8.630727,8.653004,8.643457,8.64664,8.496627547,8.476930438,8.676873,8.676873,8.681646,8.700741,8.710288,8.727791,8.788257,8.828038,8.947378,9.127185,9.418377,9.828909,10.352417,10.974581,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19,1,1,1,6,20,Z,,,9.31,35.294015,9.166965,22.89213403,9.524988,9.513849,9.426333,9.31813,9.184469,9.170148,9.157418,9.159009,9.154236,9.165374,9.138324,9.125594,9.143097,9.13355,9.131959,9.136732,9.130368,9.130368,9.117638,9.128776,9.139915,9.166965,9.151053,9.162192,9.053441746,9.042015469,9.184469,9.19879,9.197198,9.209928,9.214702,9.22584,9.246526,9.236979,9.248117,9.252891,9.264029,9.271985,9.283124,9.284715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,1,1,1,7,21,EE,,,9.31,28.960246,9.910061,36.8297363,9.547265,9.532944,9.42315,9.289489,9.165374,9.124003,9.098543,9.100135,9.092179,9.082631,9.063537,9.069902,9.085814,9.092179,9.101726,9.101726,9.117638,9.116047,9.114455,9.119229,9.138324,9.147871,9.130368,9.151053,9.027936402,9.016819374,9.174921,9.178104,9.190834,9.209928,9.227431,9.252891,9.306992,9.354728,9.467704,9.639555,9.910061,10.269675,10.75022,11.305553,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21,1,1,1,7,22,EE,,,9.31,40,8.299756,34.63420188,8.099263,8.113584,8.072212,8.091307,8.089716,8.092898,8.100854,8.115175,8.12154,8.129496,8.127905,8.127905,8.154955,8.164503,8.162911,8.170867,8.182006,8.194736,8.185188,8.191553,8.204283,8.220195,8.210648,8.218604,8.226542576,8.232858302,8.23929,8.244063,8.248837,8.264749,8.269523,8.275887,8.299756,8.287026,8.301347,8.310894,8.31885,8.328397,8.336353,8.344309,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22,1,1,1,7,23,EE,,,9.31,40,8.458877,10.49964595,8.640275,8.632319,8.59413,8.560714,8.484336,8.425461,8.422279,8.42387,8.439782,8.457285,8.458877,8.465241,8.497066,8.500248,8.512978,8.52889,8.544802,8.56867,8.559123,8.575035,8.590947,8.617998,8.611633,8.624363,8.568843181,8.571896229,8.664143,8.676873,8.678464,8.692785,8.707106,8.718244,8.748477,8.743703,8.758024,8.767572,8.781892,8.797805,8.813717,8.808943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23,1,1,1,8,24,JJ,,,9.31,17.740188,9.341999,21.23715914,9.48839,9.512258,9.464522,9.404056,9.299036,9.213111,9.22584,9.22584,9.248117,9.256073,9.23857,9.254482,9.276759,9.29108,9.271985,9.264029,9.283124,9.281533,9.284715,9.292671,9.321313,9.341999,9.321313,9.345181,9.261279333,9.257495023,9.37064,9.375414,9.377005,9.392917,9.402465,9.405647,9.437471,9.416786,9.434289,9.437471,9.44861,9.458157,9.461339,9.466113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,1,1,1,8,25,JJ,,,9.31,40,9.812997,10.06073164,10.091459,10.09305,10.056452,10.010307,9.906878,9.787538,9.779582,9.77799,9.806632,9.814588,9.812997,9.816179,9.851186,9.862325,9.859142,9.870281,9.881419,9.897331,9.886193,9.890966,9.905287,9.927564,9.911652,9.918017,9.849295025,9.845855244,9.949841,9.949841,9.951432,9.967344,9.973709,9.981665,10.003942,9.997577,9.999169,10.008716,10.01349,10.026219,10.032584,10.032584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,1,1,1,8,26,JJ,,,9.31,40,10.743855,37.85357886,10.086685,10.121692,10.051679,9.989621,9.881419,9.792311,9.811406,9.80345,9.822544,9.840048,9.832092,9.832092,9.863916,9.868689,9.871872,9.886193,9.894149,9.913243,9.89574,9.903696,9.914835,9.94825,9.930747,9.930747,9.946659,9.956206,9.972118,9.976892,9.980074,9.992804,10.007125,10.019854,10.062817,10.072364,10.143969,10.255354,10.446299,10.743855,11.160753,11.724041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,1,1,1,9,27,OO,,,9.31,37.996709,8.040388,15.3347135,8.12154,8.110401,8.021294,7.960828,7.930595,7.952872,7.962419,7.938551,7.95128,7.956054,7.935368,7.940142,7.95128,7.95128,7.956054,7.96401,7.960828,7.949689,7.940142,7.938551,7.949689,7.948098,7.925821,7.935368,7.919456,7.927412,7.925821,7.92423,7.9115,7.922639,7.933777,7.968784,8.040388,8.123131,8.304529,8.562305,8.888504,9.292671,9.73821,10.206026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,1,1,1,9,28,OO,,,9.31,40,10.422431,34.76674043,9.954615,9.997577,9.976892,9.919608,9.844821,9.785946,9.67297,9.601366,9.630008,9.653876,9.655467,9.668197,9.709568,9.717524,9.736619,9.741393,9.752531,9.754122,9.752531,9.75094,9.771626,9.785946,9.760487,9.77799,9.779582,9.787538,9.792311,9.797085,9.800267,9.8305,9.854369,9.898922,10.007125,10.148743,10.422431,10.820233,11.351698,11.989773,12.696271,13.445731,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,1,1,1,9,29,OO,,,9.31,33.588054,9.168557,32.8371068,8.929875,8.941014,8.874183,8.785075,8.716653,8.734156,8.727791,8.756433,8.775528,8.767572,8.761207,8.76598,8.796213,8.800987,8.812125,8.812125,8.816899,8.828038,8.826446,8.823264,8.848723,8.863044,8.853497,8.882139,8.882139,8.901233,8.91078,8.92351,8.931466,8.964882,8.987159,9.050807,9.168557,9.332451,9.622052,10.010307,10.497218,11.074827,11.708129,12.37962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,1,1,1,10,30,TT,,,9.31,40,8.428644,35.66507952,8.291799,8.320441,8.256793,8.189962,8.193144,8.210648,8.204283,8.223377,8.23929,8.242472,8.23929,8.245654,8.269523,8.275887,8.282252,8.296573,8.301347,8.315668,8.30612,8.317259,8.333171,8.350674,8.339536,8.342718,8.347492,8.363404,8.369769,8.379316,8.376134,8.392046,8.396819,8.406367,8.428644,8.412732,8.42387,8.431826,8.441373,8.450921,8.460468,8.460468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,1,1,1,10,31,TT,,,9.31,15.443505,9.157418,20.19958291,9.337225,9.33086,9.284715,9.232205,9.136732,9.042851,8.983976,9.006253,9.018983,9.031713,9.020574,9.025348,9.047625,9.065128,9.071493,9.085814,9.088996,9.100135,9.100135,9.108091,9.130368,9.157418,9.147871,9.165374,9.17333,9.201972,9.208337,9.232205,9.244935,9.259256,9.275168,9.289489,9.321313,9.313357,9.33086,9.345181,9.349955,9.362684,9.380188,9.378596,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,1,1,1,10,32,TT,,,9.31,7.715171,9.636373,35.04498433,9.494755,9.510667,9.462931,9.373823,9.22584,9.236979,9.2513,9.267212,9.297445,9.326087,9.31813,9.321313,9.354728,9.372232,9.384961,9.402465,9.410421,9.418377,9.412012,9.419968,9.442245,9.462931,9.451792,9.469295,9.474069,9.50112,9.558403,9.566359,9.563177,9.587045,9.59341,9.601366,9.636373,9.620461,9.637964,9.644329,9.657058,9.666606,9.679335,9.676153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
32,1,1,1,11,33,YY,,,9.31,40,9.903696,21.76765781,10.101006,10.110553,10.072364,10.002351,9.851186,9.766852,9.760487,9.771626,9.798676,9.80345,9.801859,9.798676,9.828909,9.838456,9.84323,9.854369,9.870281,9.868689,9.867098,9.868689,9.892558,9.903696,9.889375,9.910061,9.916426,9.929155,9.93552,9.93552,9.937111,9.954615,9.964162,9.968936,10.00076,9.983257,9.994395,9.999169,10.007125,10.016672,10.029402,10.030993,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,1,1,1,11,34,YY,,,9.31,40,9.808223,27.4975139,9.878237,9.890966,9.800267,9.731845,9.626825,9.545674,9.567951,9.571133,9.582271,9.587045,9.585454,9.59341,9.628417,9.634781,9.634781,9.647511,9.655467,9.663423,9.660241,9.668197,9.688883,9.712751,9.700021,9.709568,9.720707,9.720707,9.739801,9.744575,9.747757,9.765261,9.776399,9.787538,9.808223,9.795494,9.820953,9.833683,9.851186,9.878237,9.902105,9.933929,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,1,1,1,11,35,YY,,,9.31,32.595491,9.200381,21.04158382,9.442245,9.474069,9.437471,9.369049,9.279941,9.166965,9.149462,9.141506,9.144688,9.13355,9.117638,9.122412,9.147871,9.149462,9.139915,9.152645,9.154236,9.166965,9.155827,9.166965,9.182878,9.200381,9.189242,9.206746,9.219475,9.221067,9.235388,9.240161,9.240161,9.259256,9.27835,9.286306,9.306992,9.30381,9.316539,9.321313,9.340407,9.357911,9.359502,9.362684,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,1,1,1,12,36,DDD,,,9.31,40,8.299756,18.57632329,8.317259,8.361813,8.336353,8.275887,8.202692,8.188371,8.18678,8.194736,8.205874,8.202692,8.18678,8.194736,8.210648,8.223377,8.232925,8.263158,8.258384,8.272705,8.256793,8.264749,8.277479,8.299756,8.27907,8.293391,8.288617,8.302938,8.309303,8.317259,8.320441,8.334762,8.336353,8.342718,8.364995,8.345901,8.361813,8.369769,8.372951,8.379316,8.388863,8.385681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,1,1,1,12,37,DDD,,,9.31,32.759775,9.224249,23.30350854,9.445427,9.44861,9.421559,9.400873,9.338816,9.305401,9.214702,9.141506,9.143097,9.147871,9.131959,9.131959,9.154236,9.165374,9.168557,9.189242,9.19879,9.195607,9.195607,9.190834,9.214702,9.224249,9.197198,9.211519,9.211519,9.22584,9.232205,9.244935,9.23857,9.256073,9.267212,9.276759,9.297445,9.297445,9.306992,9.319722,9.334043,9.348363,9.361093,9.361093,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,1,1,1,12,38,DDD,,,9.31,38.523208,9.276759,31.77038706,9.408829,9.426333,9.35632,9.305401,9.205154,9.12082,9.092179,9.116047,9.124003,9.131959,9.122412,9.12082,9.147871,9.157418,9.168557,9.174921,9.195607,9.187651,9.182878,9.178104,9.19879,9.211519,9.190834,9.201972,9.200381,9.213111,9.214702,9.227431,9.219475,9.236979,9.243344,9.248117,9.276759,9.256073,9.271985,9.281533,9.287897,9.294262,9.305401,9.308583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,1,1,1,13,39,III,,,9.31,16.309103,9.33086,22.43991877,9.427924,9.443836,9.386553,9.332451,9.235388,9.162192,9.098543,9.127185,9.143097,9.152645,9.155827,9.166965,9.209928,9.219475,9.235388,9.241752,9.260847,9.271985,9.273577,9.29108,9.31813,9.33086,9.319722,9.33086,9.346772,9.346772,9.353137,9.359502,9.359502,9.377005,9.388144,9.399282,9.418377,9.413603,9.424742,9.429515,9.440654,9.454975,9.459748,9.464522,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
