SCresultID,runID,pcrChemistryID,standardCurveID,wellLocation,sampleName,copyNumber,control,standardConc,userProvidedThresholdValue,userProvidedCqValue,systemCalculatedThresholdValue,systemCalculatedCqValue,Cycle_Number1,Cycle_Number2,Cycle_Number3,Cycle_Number4,Cycle_Number5,Cycle_Number6,Cycle_Number7,Cycle_Number8,Cycle_Number9,Cycle_Number10,Cycle_Number11,Cycle_Number12,Cycle_Number13,Cycle_Number14,Cycle_Number15,Cycle_Number16,Cycle_Number17,Cycle_Number18,Cycle_Number19,Cycle_Number20,Cycle_Number21,Cycle_Number22,Cycle_Number23,Cycle_Number24,Cycle_Number25,Cycle_Number26,Cycle_Number27,Cycle_Number28,Cycle_Number29,Cycle_Number30,Cycle_Number31,Cycle_Number32,Cycle_Number33,Cycle_Number34,Cycle_Number35,Cycle_Number36,Cycle_Number37,Cycle_Number38,Cycle_Number39,Cycle_Number40,Cycle_Number41,Cycle_Number42,Cycle_Number43,Cycle_Number44,Cycle_Number45,Cycle_Number46,Cycle_Number47,Cycle_Number48,Cycle_Number49,Cycle_Number50,Cycle_Number51,Cycle_Number52,Cycle_Number53,Cycle_Number54,Cycle_Number55,Cycle_Number56,Cycle_Number57,Cycle_Number58,Cycle_Number59,Cycle_Number60,Cycle_Number61,Cycle_Number62,Cycle_Number63,Cycle_Number64,Cycle_Number65,Cycle_Number66,Cycle_Number67,Cycle_Number68,Cycle_Number69,Cycle_Number70
33,2,2,1,33,,,,57.04,9.73,31.24281175,,0,9.656446,9.660821,9.641861,9.577689,9.494557,9.382256,9.309333,9.334127,9.296207,9.313708,9.323918,9.347253,9.354545,9.363296,9.392465,9.370588,9.391007,9.412883,9.430385,9.431843,9.459554,9.465388,9.493099,9.507683,9.500391,9.555812,9.570397,9.580606,9.609775,9.640403,9.687073,9.774581,9.910217,10.177115,10.652572,11.326379,12.154783,13.194663,14.402266,15.617161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
34,2,2,1,34,,,,57.04,9.73,33.02452536,,0,9.516434,9.513517,9.469763,9.401216,9.306416,9.164946,9.178072,9.201407,9.169321,9.182447,9.18974,9.211616,9.221826,9.23641,9.261204,9.232035,9.264121,9.29329,9.302041,9.309333,9.334127,9.341419,9.363296,9.36913,9.357462,9.389548,9.405591,9.40705,9.421634,9.431843,9.47268,9.52956,9.650612,9.89855,10.365256,11.020103,11.844132,12.89568,14.11495,15.367765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
35,2,2,1,35,,,,57.04,9.73,33.24026633,,0,9.568938,9.587898,9.551437,9.525185,9.427468,9.31225,9.250995,9.261204,9.240786,9.246619,9.267038,9.280164,9.296207,9.307875,9.319542,9.281622,9.306416,9.329751,9.335585,9.337044,9.358921,9.366213,9.385173,9.385173,9.372047,9.405591,9.428927,9.433302,9.447886,9.459554,9.497474,9.542686,9.627277,9.805209,10.15378,10.674449,11.378884,12.312297,13.457186,14.654579,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
36,2,2,1,36,,,,5.704,9.73,27.32425357,,0,9.544145,9.532477,9.522268,9.501849,9.442053,9.399757,9.334127,9.246619,9.156195,9.15182,9.180989,9.194115,9.232035,9.23641,9.252453,9.234952,9.268496,9.283081,9.299124,9.303499,9.338502,9.337044,9.353087,9.360379,9.360379,9.393924,9.412883,9.414342,9.42601,9.437677,9.46393,9.469763,9.465388,9.469763,9.509142,9.522268,9.496016,9.509142,9.542686,9.526643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
37,2,2,1,37,,,,5.704,9.73,0,,0,9.5106,9.539769,9.513517,9.447886,9.372047,9.262662,9.191198,9.211616,9.176613,9.182447,9.208699,9.215992,9.234952,9.240786,9.256829,9.243702,9.264121,9.27433,9.290373,9.29329,9.326835,9.322459,9.345794,9.35017,9.344336,9.383714,9.401216,9.401216,9.414342,9.439136,9.450803,9.462471,9.456637,9.469763,9.507683,9.523726,9.506225,9.516434,9.551437,9.535394,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,2,2,1,38,,,,5.704,9.73,0,,0,9.990433,9.990433,9.961263,9.914593,9.834378,9.701658,9.606858,9.640403,9.612692,9.630194,9.650612,9.669572,9.68124,9.695824,9.717701,9.703117,9.71916,9.732286,9.752704,9.749787,9.777498,9.770206,9.78479,9.794999,9.778956,9.816876,9.82271,9.821252,9.818335,9.831461,9.840211,9.843128,9.835836,9.84167,9.89855,9.913134,9.878131,9.885424,9.921885,9.901467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
39,2,2,1,39,,,,5.704,9.73,0,,0,9.694366,9.711867,9.685615,9.634569,9.536852,9.401216,9.357462,9.391007,9.372047,9.38809,9.401216,9.427468,9.428927,9.442053,9.459554,9.427468,9.455179,9.469763,9.482889,9.484348,9.506225,9.520809,9.542686,9.542686,9.541228,9.582065,9.601024,9.593732,9.608317,9.615609,9.638944,9.641861,9.638944,9.649154,9.678323,9.694366,9.675406,9.682698,9.713326,9.697283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
40,2,2,1,40,,,,5.704,9.73,0,,0,9.554354,9.568938,9.519351,9.475597,9.329751,9.262662,9.275789,9.309333,9.284539,9.29329,9.303499,9.332668,9.338502,9.35017,9.360379,9.329751,9.358921,9.36913,9.376422,9.383714,9.395382,9.395382,9.408508,9.411425,9.402674,9.430385,9.450803,9.44497,9.452262,9.459554,9.479973,9.485806,9.474139,9.479973,9.522268,9.542686,9.516434,9.52956,9.56748,9.551437,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,2,2,1,41,,,,5.704,9.73,0,,0,9.319542,9.338502,9.33121,9.27433,9.195573,9.062854,9.046811,9.061395,9.035143,9.040977,9.061395,9.081814,9.096398,9.102232,9.112441,9.086189,9.112441,9.115358,9.127026,9.127026,9.145986,9.14161,9.150361,9.145986,9.144527,9.169321,9.182447,9.172238,9.17953,9.186823,9.207241,9.226201,9.249536,9.309333,9.455179,9.675406,10.007934,10.544646,11.310336,12.207288,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42,2,2,1,42,,,,0.5704,9.73,0,,0,9.531019,9.549978,9.498932,9.409967,9.297665,9.159112,9.164946,9.194115,9.173696,9.183906,9.208699,9.21745,9.239327,9.243702,9.265579,9.248078,9.267038,9.288915,9.302041,9.299124,9.326835,9.316625,9.329751,9.337044,9.318084,9.354545,9.341419,9.344336,9.347253,9.357462,9.366213,9.376422,9.36913,9.376422,9.402674,9.414342,9.46393,9.47268,9.5106,9.490182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
43,2,2,1,43,,,,0.5704,9.73,0,,0,10.000642,9.981682,9.940845,9.824168,9.722076,9.698741,9.72791,9.74687,9.72791,9.733744,9.761455,9.768747,9.790624,9.80375,9.825627,9.802292,9.819793,9.838753,9.848962,9.846045,9.875214,9.873756,9.889799,9.889799,9.872298,9.911676,9.923344,9.916051,9.929177,9.929177,9.946679,9.951054,9.96418,9.959805,9.997725,10.009393,9.988974,9.99335,10.025436,10.009393,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,2,2,1,44,,,,0.5704,9.73,0,,0,9.866464,9.869381,9.790624,9.692907,9.673947,9.67103,9.68999,9.697283,9.672489,9.678323,9.692907,9.704575,9.711867,9.72791,9.741036,9.713326,9.729369,9.745412,9.752704,9.74687,9.76583,9.76583,9.778956,9.783332,9.76583,9.802292,9.816876,9.819793,9.821252,9.824168,9.838753,9.846045,9.84167,9.838753,9.867922,9.882507,9.862088,9.86063,9.89855,9.873756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
45,2,2,1,45,,,,0.5704,9.73,0,,0,9.959805,9.988974,9.94522,9.914593,9.789165,9.646237,9.650612,9.649154,9.62436,9.634569,9.66228,9.675406,9.691449,9.694366,9.707492,9.688532,9.70895,9.716243,9.732286,9.726452,9.752704,9.754163,9.762913,9.76583,9.762913,9.786249,9.802292,9.800833,9.80375,9.815418,9.827085,9.838753,9.825627,9.830002,9.867922,9.87959,9.853338,9.865005,9.886882,9.866464,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
46,2,2,1,46,,,,0.5704,9.73,0,,0,9.780415,9.790624,9.762913,9.704575,9.603941,9.456637,9.420176,9.42601,9.414342,9.417259,9.44497,9.474139,9.493099,9.496016,9.513517,9.493099,9.506225,9.526643,9.532477,9.531019,9.558729,9.557271,9.573314,9.576231,9.563105,9.598108,9.601024,9.598108,9.606858,9.614151,9.621443,9.627277,9.622901,9.62436,9.656446,9.659363,9.64332,9.647695,9.679781,9.666655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47,2,2,1,47,,,,0.5704,9.73,0,,0,9.924802,9.930636,9.886882,9.805209,9.675406,9.577689,9.58644,9.602483,9.582065,9.590815,9.614151,9.627277,9.644778,9.657904,9.668114,9.646237,9.666655,9.682698,9.698741,9.691449,9.711867,9.714784,9.729369,9.733744,9.717701,9.757079,9.76583,9.762913,9.767289,9.773122,9.793541,9.792082,9.790624,9.792082,9.818335,9.837295,9.808125,9.818335,9.846045,9.825627,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
48,4,4,2,1,NTC,,Y,0,0.398606927,20.64961934,0.859802563,35.09128568,0.27667523,0.28396123,0.29149823,0.28747823,0.26788123,0.243259897,0.17743523,0.12266523,0.08799423,0.104575897,0.124674897,0.144773897,0.168892897,0.19753423,0.233712897,0.26134923,0.291497897,0.31913423,0.35028823,0.379934563,0.40807323,0.439226897,0.470380897,0.50203723,0.534195897,0.57338923,0.609567897,0.642731563,0.67187523,0.68996423,0.717600563,0.75176923,0.794982563,0.835180897,0.859802563,0.901508563,0.92311523,0.95879123,0.98190523,1.00175323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49,4,4,2,2,D,,,1330000,0.398606927,19.00818463,2.461660648,22.85938207,0.145572158,0.121437597,0.092780536,0.064123808,0.023407414,-0.028363314,-0.108273375,-0.16054677,-0.178651831,-0.140981225,-0.106828286,-0.07217268,-0.043044408,-0.010901136,0.022247136,0.058912409,0.116179348,0.20510262,0.349298892,0.575399164,0.95073577,1.549675709,2.461660648,3.731913587,5.357419526,7.246727465,9.27321207,11.31426868,13.30859461,15.18333055,17.00982849,18.7629641,20.47288637,22.08331798,23.57817925,25.04339419,26.40258579,27.73464373,28.95615634,29.56263378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
50,4,4,2,3,D,,,1330000,0.398606927,18.96688348,2.494839418,22.8535457,0.115035308,0.11236579,0.105174106,0.077380755,0.03350807,-0.024434281,-0.104988298,-0.152378649,-0.164595334,-0.131588685,-0.110139036,-0.081152387,-0.057190405,-0.021169089,0.016359893,0.058410876,0.118551191,0.210850173,0.358924489,0.591415471,0.97012812,1.574956436,2.494839418,3.797109401,5.476239049,7.447812032,9.573646014,11.72711666,13.84089098,15.84060263,17.78755394,19.65913326,21.47996224,23.21788189,24.83118687,26.41585019,27.88142617,29.32790782,30.65027713,31.31515162,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51,4,4,2,4,D,,,1330000,0.398606927,19.00926549,3.612583388,23.89327281,0.094413263,0.096261964,0.103386832,0.080865033,0.042263901,-0.016938898,-0.093225697,-0.140871163,-0.150830628,-0.124611761,-0.10442256,-0.082223692,-0.059019491,-0.02727329,0.007487911,0.052800779,0.114695647,0.207241848,0.351543716,0.573729583,0.936609784,1.507516319,2.386443187,3.612583388,5.188951922,7.02057979,8.995916991,10.98331386,12.92850239,14.75359826,16.53497813,18.24349866,19.9103132,21.48266173,22.95602193,24.3921988,25.730392,27.02486954,28.2213634,28.8176456,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,4,4,2,5,D,,,1330000,0.398606927,18.94985692,3.812322615,23.83640269,0.09277352,0.095228858,0.102457862,0.082552866,0.047573537,-0.014539792,-0.091727455,-0.143791117,-0.150129113,-0.120288442,-0.101000105,-0.083219101,-0.068453097,-0.039617426,0.000272578,0.053729582,0.121758253,0.216418591,0.363336595,0.593666599,0.972227936,1.579417607,2.513721278,3.812322615,5.560643286,7.58181029,9.771307961,11.89799563,13.9920223,15.96344397,17.89868698,19.75202565,21.56365865,23.26323899,24.87287533,26.423219,27.88462367,29.28623367,30.59588968,31.24327768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53,4,4,2,6,D,,,1330000,0.398606927,19.16157161,3.563456293,23.85399669,0.101033879,0.101157636,0.09952306,0.072764151,0.013344241,-0.050095669,-0.110520578,-0.127229488,-0.11881473,-0.09331564,-0.079876216,-0.066938792,-0.052494035,-0.027497278,0.007046479,0.04711757,0.10176066,0.18303475,0.315561841,0.528988265,0.880596689,1.451286446,2.33301087,3.563456293,5.15618905,7.006693808,9.016484898,11.04034532,13.03204741,14.90817884,16.73456493,18.48557868,20.19689677,21.80721653,23.34115962,24.80927771,26.19750147,27.52844256,28.78501665,29.40821541,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54,4,4,2,7,E,,,133000,0.398606927,22.33519306,3.032188877,26.83414295,0.242189155,0.21847535,0.183958211,0.128336739,0.060655933,-0.024109206,-0.127968345,-0.194141817,-0.217604289,-0.193331428,-0.179610567,-0.163377372,-0.143124178,-0.115836317,-0.080508789,-0.051713595,-0.016888734,0.016931127,0.060800655,0.113715183,0.185221377,0.297930905,0.477972433,0.760519961,1.226974822,1.953714016,3.032188877,4.470439405,6.234799266,8.174524461,10.21122799,12.23536985,14.21529338,16.1113029,17.92993043,19.70936463,21.41242182,23.06523102,24.64618588,25.42618824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55,4,4,2,8,E,,,133000,0.398606927,22.80348412,2.765408133,26.8381433,0.174207726,0.161603716,0.144477373,0.109764029,0.056459019,-0.015939991,-0.100901001,-0.156215677,-0.165804687,-0.146752364,-0.135237374,-0.122717384,-0.107182394,-0.085617737,-0.06304808,-0.04500109,-0.018411434,0.007675223,0.042304546,0.083968203,0.14321886,0.239150516,0.395379506,0.655119497,1.08921982,1.769535477,2.765408133,4.08537979,5.685735113,7.433317103,9.247226427,11.04254408,12.79464841,14.47439573,16.08128339,17.64897771,19.14733003,20.60297136,21.99530035,22.68164534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56,4,4,2,9,E,,,133000,0.398606927,23.05156575,2.567882901,26.87981068,0.130064585,0.122325988,0.124134558,0.093281794,0.025748031,-0.045303066,-0.101279496,-0.11555026,-0.107209356,-0.093341453,-0.08801555,-0.08067998,-0.07334441,-0.057969174,-0.044603604,-0.036765368,-0.021892464,-0.005512228,0.022425342,0.055387578,0.107444148,0.190654385,0.328634955,0.567613858,0.972913428,1.621412997,2.567882901,3.822372804,5.336142374,6.986083943,8.70285518,10.40203975,12.06554832,13.66624689,15.21217513,16.7219247,18.1648446,19.56756617,20.91803007,21.58210681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57,4,4,2,10,E,,,133000,0.398606927,23.11834971,2.483411988,26.8295245,0.15791392,0.13879148,0.119920207,0.066880267,-0.013795672,-0.068342612,-0.103292885,-0.097542491,-0.098324431,-0.086041704,-0.080793977,-0.074038583,-0.070800523,-0.058015129,-0.044225069,-0.032445009,-0.016142615,0.000662445,0.027517172,0.053869232,0.101827959,0.17641802,0.31482308,0.550206474,0.940353534,1.561641261,2.483411988,3.724257382,5.231919442,6.885300502,8.620083229,10.34129896,12.02884868,13.64755874,15.20597114,16.72669753,18.17355926,19.58775998,20.93714071,21.60465677,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,4,4,2,11,E,,,133000,0.398606927,23.08128873,2.462627485,26.87594431,0.14154637,0.129085875,0.116625379,0.083060883,0.030904721,-0.033311108,-0.09451227,-0.124559432,-0.116920594,-0.09923209,-0.090085919,-0.086467081,-0.078828243,-0.065662406,-0.049481235,-0.034305397,-0.015611892,0.005091279,0.02981445,0.059059621,0.107399125,0.186389963,0.329698468,0.555413305,0.941921476,1.552032981,2.462627485,3.68224699,5.165668494,6.793301665,8.49982417,10.19177434,11.86412785,13.45256735,14.97769452,16.45458369,17.8731852,19.2551057,20.56818654,21.21422554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59,4,4,2,12,E,,,133000,0.398606927,23.01352942,2.603186012,26.83465776,0.119035926,0.112634865,0.111761138,0.093300411,0.051223016,-0.015475711,-0.089209105,-0.129276166,-0.123617893,-0.102382621,-0.088684682,-0.080011409,-0.06731847,-0.054625197,-0.044946925,-0.035771319,-0.020566046,-0.002848107,0.020397165,0.051179438,0.103568377,0.191633316,0.342508589,0.583327528,0.993482134,1.64080674,2.603186012,3.884639951,5.449994891,7.16709883,8.966609436,10.74953837,12.50734331,14.18927359,15.80588153,17.37525613,18.88785074,20.34818734,21.74621662,22.42670506,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,4,4,2,13,F,,,13300,0.398606927,26.10481305,2.165465227,29.81086446,0.196180521,0.190655545,0.17834707,0.132372594,0.066298785,-0.012337024,-0.094490166,-0.145991975,-0.158300451,-0.144982593,-0.140709069,-0.135933211,-0.12462502,-0.110302162,-0.090954305,-0.07713378,-0.053263589,-0.029393398,-0.007030874,0.013824317,0.033674508,0.062067033,0.097494224,0.140458748,0.214074272,0.332912797,0.531143321,0.851476512,1.37983637,2.165465227,3.265144085,4.632141943,6.198122134,7.831434325,9.467258849,11.08951637,12.67861056,14.24559576,15.77187995,16.52861647,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,4,4,2,14,F,,,13300,0.398606927,25.90394344,2.117548422,29.85297027,0.245851749,0.217053071,0.171672559,0.113227382,0.054782537,-0.011199641,-0.085723819,-0.138138997,-0.158395508,-0.142473353,-0.135596197,-0.129723709,-0.127368553,-0.121998398,-0.109593576,-0.101208754,-0.085789265,-0.070872443,-0.054447954,-0.039028466,0.01457969,0.080247178,0.151442001,0.197010156,0.265692311,0.376583133,0.562343289,0.862668777,1.363483599,2.117548422,3.191692577,4.556269732,6.137917888,7.81001271,9.486127198,11.14515769,12.76197984,14.35016066,15.88407349,16.64065031,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,4,4,2,15,F,,,13300,0.398606927,26.52097526,1.895880945,29.85707668,0.219322313,0.177782266,0.105088552,0.022345171,-0.041303876,-0.067266923,-0.076648304,-0.077487351,-0.082346398,-0.075145778,-0.074980159,-0.073809206,-0.071633253,-0.067949967,-0.057232348,-0.052544395,-0.040319109,-0.029601156,-0.01536587,-0.000627917,0.014612369,0.036384655,0.065191608,0.100530894,0.163004181,0.263666133,0.436182419,0.717737039,1.188223658,1.895880945,2.891458897,4.147823517,5.598647803,7.122834089,8.644508375,10.14558066,11.61097695,13.05124923,14.44127385,15.12682197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,4,4,2,16,F,,,13300,0.398606927,25.8799734,2.213728784,29.86791611,0.299926023,0.268195738,0.205562788,0.13489017,0.048640553,-0.053688065,-0.143957349,-0.193525633,-0.195358584,-0.178097201,-0.164353152,-0.150106769,-0.136865387,-0.121111671,-0.104352622,-0.087593572,-0.063799856,-0.037996474,-0.009178091,0.015620291,0.043936007,0.076774056,0.118656772,0.172599155,0.255182871,0.381482587,0.586671303,0.912957685,1.443250401,2.213728784,3.270620499,4.558652882,6.012000931,7.519616647,9.022207696,10.51525141,11.98166379,13.43802651,14.85519623,15.56060344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,4,4,2,17,F,,,13300,0.398606927,25.98478904,2.210165314,29.82121536,0.347447143,0.300457482,0.238644654,0.137135827,0.010000666,-0.109094828,-0.197036322,-0.217143149,-0.20509131,-0.176960138,-0.160385965,-0.152856459,-0.143317287,-0.122723447,-0.098109608,-0.070480769,-0.043354596,-0.015223424,0.010897749,0.030989255,0.052085427,0.0761966,0.110357439,0.160597945,0.236967117,0.35755429,0.557030796,0.888156968,1.425802474,2.210165314,3.289483819,4.608484992,6.097826831,7.662540671,9.235294176,10.81960468,12.37175619,13.92039036,15.43385087,16.17751287,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,4,4,2,18,F,,,13300,0.398606927,26.06172245,2.155951236,29.86366437,0.289692536,0.263807963,0.222848889,0.126617149,0.009783742,-0.098507665,-0.165093072,-0.184445479,-0.175156552,-0.152803293,-0.142007033,-0.135732773,-0.12795118,-0.111125254,-0.090279327,-0.067423734,-0.044567808,-0.021209548,0.002149045,0.019477638,0.041328565,0.064686824,0.101109751,0.149089677,0.225710937,0.34152553,0.538239123,0.857055383,1.383898309,2.155951236,3.226477162,4.540705422,6.027787015,7.590742608,9.162743201,10.74127579,12.29166972,13.83352131,15.33919424,16.07833467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,4,4,2,19,G,,,1330,0.398606927,31.9258565,1.302266602,34.87870609,0.146241247,0.124112042,0.109017503,0.083370965,0.046167426,-0.008622779,-0.079994984,-0.125740523,-0.145859728,-0.133820267,-0.101681805,-0.069543344,-0.037907216,-0.027375088,-0.018350293,-0.007818165,-0.001306037,0.006211091,0.011718219,0.012703014,0.013185142,0.01015027,0.013145065,0.01613986,0.025666654,0.032178782,0.046730577,0.061282372,0.097440833,0.145156628,0.236085423,0.375252218,0.592303012,0.898795474,1.302266602,1.80321873,2.375522858,3.007119653,3.673890114,4.000733242,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
