taxonID,kingdom,phylum,class,order,family,genus,subgenus,species,vernacularName,organismScope
336262,Animalia,Chordata,Actinopterygii	,Clupeiformes,Clupeidae,Dorosoma,,Dorosoma cepedianum,American gizzard shad,Multicellular Organism
